cust_id,name,address,city,state,zipcode,age,gender,annual_income_usd,avg_spending_per_month
CUST02507,David Figueroa,1845 Matthew Mission Suite 785,Lake Chelsea,Michigan,66705,38,Male,90661,1360.81
CUST02508,Benjamin Dudley,4489 James River,Johnsonberg,Louisiana,35494,32,Female,166993,481.9
CUST02509,Clarence Wall,0217 Christine Turnpike Apt. 610,South Jennifer,Indiana,21714,36,Female,124744,950.67
CUST02510,April Flowers,3741 Samuel View,New Jessicamouth,Massachusetts,16245,29,Male,49895,1438.23
CUST02511,Jason Castaneda,78393 Jimmy Road Suite 027,Briannaburgh,Minnesota,6111,65,Male,59215,728.17
CUST02512,Todd Brooks,5748 Lewis Drive Apt. 070,Phillipmouth,Massachusetts,63264,50,Male,193428,467.27
CUST02513,Mitchell Hines,09600 Reilly Views Apt. 615,North Scott,Montana,3233,38,Female,43461,1125.74
CUST02514,Carmen Carter,9791 Kelly Forks Suite 975,Cookstad,Kentucky,52038,47,Female,160942,619.93
CUST02515,Janice Lee,0533 Lisa Inlet,Chapmanfurt,Washington,7078,26,Female,136328,1229.25
CUST02516,,758 Keith Highway,East Robertbury,Maryland,69502,25,Female,185328,616.3
CUST02517,Gavin Taylor,93790 Eric Summit Apt. 094,Jasonland,Utah,21908,45,Female,183955,1822.5
CUST02518,Craig Chaney,7999 Samantha Mountains Apt. 566,Andersonbury,Arkansas,50516,32,Female,78916,753.41
CUST02519,Teresa Bailey,1510 Garcia Locks,Gibsonfurt,New York,79957,51,Female,141336,1824.16
CUST02520,Kevin Steele,224 Mendoza Mountain,New Robertmouth,Michigan,59686,61,Male,60671,631.02
CUST02521,Bailey Anderson,4028 Barrera Ford Apt. 697,Duncanville,Kansas,88986,56,Male,141611,1248.46
CUST02522,John Miranda,996 April Neck Suite 391,Davidbury,Massachusetts,77058,65,Female,132932,347.41
CUST02523,Nathaniel Hanson,444 Ramirez Mount,South Devinport,Louisiana,45535,54,Female,40130,1578.91
CUST02524,Karen Jenkins,547 Andrea Harbor,South Louisland,South Carolina,32703,57,Male,145703,480.41
CUST02525,Tara Reyes,78280 Lee Pike,Lake Rebeccaside,Tennessee,85269,42,Female,101693,1741.64
CUST02526,Johnny Stevens,0139 Mary Rapid Apt. 567,Holtport,Wyoming,89171,59,Other,147271,959.65
CUST02527,Robin Davis,1862 Russell Mill Suite 163,Port Anna,Indiana,70511,26,Female,100675,279.63
CUST02528,,49864 Chelsea Lodge Suite 549,Chavezmouth,Iowa,52162,26,Male,47311,790.72
CUST02529,Victor Pratt,541 Daniel Mountain Suite 208,Port Charlesburgh,North Dakota,81207,42,Female,138007,1581.48
CUST02530,David Romero,92053 Morris Heights,Reginaldchester,South Carolina,55389,46,Male,80889,244.96
CUST02531,Amanda Miller,31524 Stefanie Crossing,Danamouth,North Carolina,90876,31,Male,134883,1288.89
CUST02532,Robert Murray,27793 Jeremy Village Suite 694,North Clayton,Louisiana,34120,40,Female,174704,1063.81
CUST02533,Jo Mccarty,2950 Campbell Bridge,North Amanda,California,83904,53,Female,33038,688.75
CUST02534,Sherry Tucker,265 Jason Roads,Woodstad,Maine,56794,39,Male,37219,1535.67
CUST02535,Bethany Hopkins,84672 Green Spring,North Moniquehaven,South Carolina,23161,55,Female,102036,199.64
CUST02536,Katrina Guzman,353 Walter Route Suite 256,Port Tricia,Texas,55922,36,Male,179177,1045.52
CUST02537,Maria Crawford,84751 Joanne Glens,South Emilyland,North Carolina,96869,45,Female,147454,1063.04
CUST02538,James Mcdowell,405 Mack Mall,Christianton,Montana,81349,26,Female,190350,264.17
CUST02539,Mark Jordan,597 Danielle Drives,Johntown,Iowa,16076,53,Male,189067,358.44
CUST02540,Don Parker,2805 Chambers Circle Apt. 319,Sarahton,New Mexico,73927,30,Male,32825,878.34
CUST02541,Adrian Christian DDS,34329 Nichole Divide,West Erinstad,Virginia,45877,26,Female,157301,1119.39
CUST02542,Misty Reyes,497 Cruz Key,Paynebury,Iowa,78396,26,Male,53054,201.07
CUST02543,Kevin Roberts,95188 Gill Plaza,Schmidtburgh,North Dakota,2483,62,Male,71178,122.34
CUST02544,Kylie Olson,783 Evelyn Cliffs,Cervantesshire,Wyoming,89684,62,Male,177860,465.95
CUST02545,Jennifer Leon,4562 Shelton Lane,Smithborough,Hawaii,59156,55,Male,43077,1026.84
CUST02546,Joseph Fowler,8750 Elizabeth Bypass Suite 520,Richardshire,Arkansas,61149,28,Female,192085,176.53
CUST02547,Mrs. Alisha Ross,477 Christina Canyon Apt. 444,Lake Timville,Oregon,63911,47,Male,101694,1493.15
CUST02548,Joshua Weber,12036 Browning Ridge,Lake Ralphview,Florida,57328,22,Female,116341,388.66
CUST02549,Mark Holden,647 Vickie Overpass Apt. 527,Robertberg,Vermont,93201,55,Male,198906,1567.96
CUST02550,David Mckay,01618 Gregory Isle,New Sarah,Arkansas,65026,47,Female,105563,488.99
CUST02551,Robert Reyes,430 Johnson Hill Apt. 831,Henryborough,Florida,39914,53,Female,193997,758.58
CUST02552,Patrick Duke,06060 Gibson Row Apt. 778,North Jonathan,Ohio,15951,33,Male,183367,1010.28
CUST02553,Jimmy Drake,479 Jessica Shoal,South Brucestad,Wyoming,51711,27,Other,58253,759.81
CUST02554,Mark Gregory,575 Watkins Fork Apt. 675,Kaylaland,Alaska,76930,41,Male,135347,144.88
CUST02555,Michelle Silva,784 Edwards Forge,New Adammouth,Indiana,25876,40,Female,76853,1826.29
CUST02556,Daniel Baker,70002 Benton Mountain,Matthewmouth,Minnesota,27019,37,Other,178261,644.29
CUST02557,Patty Hamilton,163 Matthew Cove Suite 230,Port Lisa,North Carolina,21977,25,Female,73154,358.47
CUST02558,Robert Thompson,30804 Amanda Spurs Suite 112,Wayneport,Maryland,92525,53,Female,135539,351.78
CUST02559,Amy Jarvis,2112 Rodriguez Lodge Apt. 098,,Nebraska,56719,39,Male,112423,1951.76
CUST02560,Susan Anderson,67371 Alexander Track Apt. 686,Hillport,Connecticut,38619,26,Male,151924,333.81
CUST02561,David Golden,8953 Carter Ferry Suite 257,Schaeferside,Pennsylvania,75165,27,Male,119646,758.44
CUST02562,Katherine Olson,951 Sims Lights,East Jessicabury,Texas,63470,35,Other,166255,228.48
CUST02563,Amanda Baker,507 Michael Trafficway,New Chelseafurt,Washington,87982,39,Other,49023,1497.4
CUST02564,Courtney Walker,7259 Jones Course Suite 953,Port Kimberly,Wyoming,38670,31,Male,38957,1233.83
CUST02565,Calvin Sherman,2881 Cortez Stream,Sandersborough,Alaska,75957,44,Male,46620,1113.78
CUST02566,Heather Miller,3493 Wright Mews,Lake Wendyhaven,New York,58556,39,Male,34491,1726.1
CUST02567,Tamara Church,7244 Jane Mountain,Thomasside,New York,98174,25,Male,138500,1189.34
CUST02568,Alex Russell,2932 Rice Stream Suite 870,New Melinda,Connecticut,55633,53,Male,68728,1915.51
CUST02569,Kristin Lawrence,4826 Samuel Ford Apt. 125,East Ellenside,New Jersey,52058,27,Female,94650,1283.28
CUST02570,Mrs. Adriana Salinas,447 Peterson Falls Apt. 469,Blackmouth,Wisconsin,15551,47,Female,195639,773.25
CUST02571,,1352 Murphy Row,Johnsonmouth,Alabama,82501,27,Female,33387,169.82
CUST02572,Robert Gonzales,807 Barnes Place Suite 841,New Elizabeth,Delaware,23936,56,Female,46025,1478.02
CUST02573,Anthony Nichols,59482 Samantha Lake,West Margaret,Wisconsin,71421,62,Female,162518,809.93
CUST02574,Jasmine Smith,3417 Graves Knoll,Richardview,Connecticut,14027,64,Female,134673,1238.48
CUST02575,Lauren Rodriguez,7391 Maria Parkways,Port Lawrence,Kentucky,37428,26,Male,133896,1765.06
CUST02576,Stephanie Smith,77127 Terry Islands,Hollandmouth,Illinois,79350,35,Male,187682,114.55
CUST02577,Kevin Maldonado,7940 Diane Burgs Apt. 290,Greenville,Rhode Island,81466,23,Male,198053,1543.26
CUST02578,Erika Curry,93764 Martinez Mall,Angelaberg,North Dakota,2369,61,Female,190381,927.04
CUST02579,Cynthia Johns,2600 Michael Plains Apt. 188,North Hollytown,Alabama,44040,34,Female,89388,335.71
CUST02580,Joy Hernandez,722 Rebekah Field Apt. 710,Port Rogerburgh,,27379,26,Female,150747,1206.67
CUST02581,Leslie Gray,15415 Theresa Points Apt. 702,Grossburgh,Vermont,78403,57,Female,191506,1111.97
CUST02582,Roberto Moore,58349 Jade Loaf Apt. 898,Newmanview,South Carolina,42942,57,Male,140930,1700.39
CUST02583,Brandon Lynch,55885 Bruce Drive,West Ricardo,Indiana,85388,40,Female,159442,1090.97
CUST02584,Lisa Clay,905 Choi Point,Diaztown,Vermont,83894,41,Female,64226,1671.97
CUST02585,Jason Nelson,941 Mcdonald Islands,Lake Bobby,New Jersey,78593,43,Female,48406,1134.53
CUST02586,Katie Fleming,5481 Anna Ridges,South Conniehaven,Louisiana,44696,52,Female,195788,949.2
CUST02587,,400 Robert Plaza Suite 580,Douglastown,Arkansas,73566,62,Female,52989,805.25
CUST02588,Alison Bryant,97435 Morris Drive,West Maurice,Vermont,49470,65,Male,72580,430.03
CUST02589,Jennifer Johnson,9001 Neal Points Apt. 236,West Jane,Maine,81854,25,Male,75731,1209.66
CUST02590,Melinda Glover,25190 Kemp Mission,West Heather,Wyoming,56202,24,Female,107541,1134.08
CUST02591,Todd Lamb,724 Washington Mount Suite 308,West Scott,Texas,70833,58,Female,167933,1953.91
CUST02592,Theresa Davis,63474 William Viaduct,Pamelaberg,,89362,46,Male,70039,883.58
CUST02593,Cory Stewart,7336 Sarah Vista Suite 657,Jessicastad,Florida,43998,58,Female,171425,900.89
CUST02594,Kristin Shepard,66487 Diane Inlet Suite 130,North Gregorystad,Kentucky,53612,25,Female,136171,411.36
CUST02595,Gina Wright,9852 Reid Pass Suite 470,Lorettaport,Mississippi,5118,60,Male,176702,1235.39
CUST02596,Patrick Lewis,0695 Melissa Pike,New Phillipville,Illinois,70600,28,Male,94050,1710.92
CUST02597,Savannah Cox,9422 Elizabeth Gateway Apt. 419,Boonemouth,Washington,11920,28,Male,157281,571.05
CUST02598,Aaron Rodriguez,7436 Maria Plains Apt. 985,South Cory,Kentucky,29776,46,Male,100254,117.25
CUST02599,Laura Nelson,347 Terry Path Apt. 861,Welchland,Vermont,69503,36,Male,132454,1413.8
CUST02600,Renee Reyes,084 Christopher River Suite 521,Hoodton,South Dakota,4131,28,Male,46907,159.61
CUST02601,Cheryl Brown,55740 Rebecca Union Suite 595,Hendersonmouth,,74593,25,Male,130785,877.62
CUST02602,Anna Jackson,07837 Daniel Pike,West Bonnie,Maryland,14802,55,Female,34484,1264.15
CUST02603,David Manning,9232 Steele Centers Apt. 455,Jonesville,Wyoming,50729,65,Female,53194,833.42
CUST02604,Rita Marshall PhD,49286 Dennis Squares Apt. 231,Scottton,Florida,69269,63,Female,53886,595.1
CUST02605,Amanda James,3443 Joshua Mall Apt. 263,Lake Michael,Louisiana,10178,40,Female,38537,1618.61
CUST02606,Margaret Vargas,25215 Joseph Route Apt. 517,Lake James,Missouri,,59,Female,53399,671.77
CUST02607,Dennis Garner,526 Cynthia Terrace Apt. 354,Hernandezburgh,Kentucky,5158,48,Female,121810,442.09
CUST02608,Tanya Cantu,61139 Adam Lakes,South Michael,South Dakota,22144,26,Female,36892,837.95
CUST02609,Anthony Vasquez,8335 Dodson Locks Apt. 859,New Kaylaside,Kentucky,69866,34,Male,159579,350.16
CUST02610,Paula Phillips,800 Moran Overpass Apt. 380,Hansonberg,Montana,83032,35,Female,70544,1411.75
CUST02611,Kenneth Roberts,7501 Aguirre Bridge Suite 665,Zacharyton,Tennessee,52631,51,Female,137617,1449.15
CUST02612,Timothy Dillon,223 Keith Canyon Suite 300,Allenland,,14268,31,Male,49267,128.08
CUST02613,Samantha Phelps,36359 Kathleen Union Apt. 420,New Raymond,Florida,19429,53,Male,70396,1420.25
CUST02614,Juan Shelton,0245 Taylor Green,East Justin,Alaska,19986,22,Female,143204,668.08
CUST02615,Carlos Park,13278 Amy Spring,West Eileen,Michigan,8545,45,Male,192412,1346.79
CUST02616,Sara Bradley,3295 Wilson Oval,Whiteview,West Virginia,91770,50,Male,137478,1442.32
CUST02617,Jennifer Freeman,0897 Carpenter Lake Apt. 614,New Jaimemouth,Arizona,78805,64,Female,73404,627.78
CUST02618,David Spears,,South Jacob,Georgia,38705,28,Female,197300,452.23
CUST02619,Kyle Gardner,773 Hayley Fields Apt. 146,,Idaho,21553,52,Female,81736,1670.08
CUST02620,Sarah Gonzalez,85223 Guzman Burgs,Thomastown,Wyoming,76641,38,Female,176709,1504.45
CUST02621,Doris Hatfield,144 George Junction,East Brittany,Georgia,33483,51,Female,96843,1690.57
CUST02622,Jasmine Leonard,350 Perry Estate,East Dawn,New Jersey,36982,46,Male,176652,927.87
CUST02623,Thomas Trevino,87895 Jessica Valley,West Johnton,Pennsylvania,84257,49,Female,81376,967.1
CUST02624,Gina Olson,82572 Hunter Square Apt. 007,New Robertland,Oklahoma,57613,57,Male,66212,753.92
CUST02625,Elizabeth Petersen,747 Jackson River Apt. 483,Stephaniefurt,Mississippi,5919,28,Female,80403,1048.22
CUST02626,Patricia Duncan,0252 Pratt Roads,Patriciaville,Delaware,98280,56,Male,187319,1328.48
CUST02627,Stephanie Sawyer,624 Douglas Shoals Suite 768,Port Deborahshire,Kentucky,6969,41,Male,121126,1647.64
CUST02628,Laura Turner,36424 Wolf Stravenue,North Russell,Louisiana,95720,35,Male,100277,448.02
CUST02629,Brenda Russell,3403 Jones Drive,Jamesville,Arizona,80284,51,Female,139710,870.29
CUST02630,Michael Boyle,095 Jessica Club,East Victoria,Hawaii,97183,22,Female,56607,976.28
CUST02631,Jennifer Willis,8706 Santos Skyway Suite 442,Burtonbury,Arizona,61669,59,Male,93543,1027.19
CUST02632,Dr. Julia Miller,101 Kelly Villages,Alexandratown,Mississippi,51845,62,Male,147117,1129.75
CUST02633,Elizabeth Anderson,874 Anthony Glens,Port Brianton,New Hampshire,22724,46,Female,108294,1623.32
CUST02634,,204 Allen Mall Suite 041,North Brian,Arizona,,55,Female,72191,1783.88
CUST02635,Melinda Clark,5031 Luna Passage,Dunnton,Missouri,54929,29,Female,86957,402.4
CUST02636,Jeffrey Levy,141 Boyd Key Apt. 560,Davidberg,New Jersey,62646,41,Male,159658,1454.1
CUST02637,Christopher Cooper,611 Martinez Common,Thompsonfort,Connecticut,34062,51,Male,110614,1010.31
CUST02638,Jacob Lee,61650 Mckay Well,Lopezmouth,Minnesota,28740,25,Female,62802,893.66
CUST02639,Michael Crawford,22072 Gross Plains Suite 524,New Zacharyton,West Virginia,80416,42,Male,111940,315.35
CUST02640,Kevin Stewart,60109 Kimberly Village,Port Janetview,Wyoming,8223,48,Male,147000,221.86
CUST02641,Kurt Vega,97192 Zachary Mission,Jessicamouth,Virginia,77985,31,Male,145144,1957.84
CUST02642,Dawn Hernandez,3450 Richard Green Apt. 738,Garrettfurt,Nevada,36999,44,Female,184743,1320.5
CUST02643,Sherry Johnson,92724 Andrew Meadow,Ruizhaven,Iowa,87430,54,Other,70668,959.61
CUST02644,Jimmy Jones,82408 Cynthia Corner Apt. 315,Johnstonton,Oklahoma,24132,32,Female,57573,1547.35
CUST02645,Raven Cruz,201 Mckenzie Drive Suite 126,Brownside,Nebraska,77365,62,Female,95258,273.15
CUST02646,Brian Miller,403 Julia Falls,Myersfort,Indiana,99776,40,Female,152608,1254.15
CUST02647,Raymond Butler,99506 Park Row,Pattersonmouth,Minnesota,3096,32,Male,160687,1355.16
CUST02648,Allison Johnson,908 Bradley Road,West Brandon,Virginia,77904,25,Female,135431,958.9
CUST02649,Sandra Bell,4419 Hampton Vista Apt. 436,South Brandontown,Vermont,24101,44,Male,39782,579.94
CUST02650,Nicole Silva,6191 Judy Inlet,South Trevor,Kentucky,80443,26,Female,149529,1913.71
CUST02651,Cesar Dougherty,4911 Graham Isle Suite 004,Port Tristan,Tennessee,26594,26,Other,125615,672.16
CUST02652,Ashley Cardenas,229 Williams Plain Apt. 860,New Brian,Nevada,65473,39,Female,135953,337.11
CUST02653,Jeffrey Jefferson,5351 Wright Shore Suite 439,South Aaron,Connecticut,22885,38,Female,117087,1297.9
CUST02654,,78101 John Divide,New Edwinbury,Kentucky,13193,24,Female,34774,1191.21
CUST02655,Jennifer Harper,757 Wilson Locks,Millertown,New York,52437,64,Female,191787,1534.07
CUST02656,Derek Greene,94616 David Extension Suite 726,North Matthewton,Hawaii,95419,29,Male,173252,1532.19
CUST02657,Patrick White,5592 Jasmine Radial Suite 688,Leachshire,Indiana,25663,61,Female,158782,1278.45
CUST02658,Joanna Hill,180 Jesus Hill,Jenkinsport,Maryland,33926,44,Male,111964,494.32
CUST02659,Mike Walker,60908 Gonzales Fork Suite 947,Molinaville,North Dakota,94260,44,Female,132674,1785.58
CUST02660,,24927 Moore Flats,Reginaldland,Massachusetts,9596,23,Male,50148,571.74
CUST02661,Stephanie Moore,6089 Williams Brooks Suite 658,Shawburgh,Virginia,41190,60,Male,74342,278.57
CUST02662,Jacob Fisher,385 Park Canyon,Jennifermouth,Alaska,90864,42,Female,83479,672.85
CUST02663,Kenneth Ross,466 Alexandra Glens,,Arizona,18516,45,Male,193925,1018.14
CUST02664,Jennifer Rivera,83153 Timothy Mountain,New Bradport,Virginia,69557,59,Male,44066,493.65
CUST02665,Kelli Acevedo,0833 Pacheco Cliffs,New Allison,Rhode Island,85120,41,Female,151469,733.98
CUST02666,Hannah Molina,78814 Mullins Station,Duanestad,Alaska,60513,60,Female,111084,1076.02
CUST02667,Elizabeth Fox,39500 Romero Mission,Camachomouth,Alabama,5031,48,Male,197131,713.58
CUST02668,Cheryl Brady,603 Garrison Fords Apt. 614,West Thomas,Colorado,47200,65,Female,38779,269.7
CUST02669,Anna Hamilton,95661 Romero Trafficway,Lake Joseph,Kansas,55102,60,Female,71562,474.71
CUST02670,Glenn Wallace,757 Harris Track,Jonesfurt,Alaska,10990,28,Female,94627,1608.99
CUST02671,David Miller MD,009 Mark Springs,Port Erica,Rhode Island,86323,54,Female,94981,1913.23
CUST02672,Sandra Griffin,877 Reyes Green,East Jeffreyfort,Wisconsin,16414,50,Male,78294,382.03
CUST02673,Brian Lee,028 Robert Knolls Suite 529,,Mississippi,51421,31,Male,113176,1393.94
CUST02674,Jacob King,34989 Cassidy Lake Suite 536,Courtneyburgh,Idaho,90395,31,Male,40353,1820.6
CUST02675,Kenneth Kim,4765 Cheryl Trafficway Apt. 187,Bartonburgh,New Hampshire,8684,33,Male,142123,668.37
CUST02676,David Fernandez,715 Joseph Run,,Pennsylvania,81749,24,Male,126406,1675.98
CUST02677,Julie Love,4240 Christina Trafficway Suite 804,Robertsonfurt,,95398,24,Male,173943,1819.38
CUST02678,Lisa Rosario,,Martinmouth,New Jersey,14080,34,Female,73377,669.05
CUST02679,Jeremy Bryant,156 Mary Lodge Apt. 173,Randolphland,Kansas,97763,52,Female,155902,207.81
CUST02680,Kathleen Brown,319 Raymond Mall,South Genefurt,South Carolina,95446,48,Female,51670,1841.91
CUST02681,Miranda Day,6218 Henry Mountain Apt. 247,Pearsonside,Nevada,58167,27,Male,171383,727.92
CUST02682,Michael Garcia,48957 Matthew Plain Suite 235,New Wesley,Alaska,81795,48,Male,34955,126.1
CUST02683,Peter Walker,45424 Collier Viaduct Apt. 155,Port Henry,California,73556,56,Female,73360,1002.35
CUST02684,Keith Miller,070 Bryant Shoal,Hesterborough,Delaware,27964,30,Male,174394,320.17
CUST02685,Ryan Winters,3833 Preston Estates Suite 503,Johnburgh,Washington,12106,27,Female,153689,1813.23
CUST02686,Christopher Gould,5914 Sweeney Track Suite 703,Lake Lindatown,Mississippi,56677,27,Female,30152,394.49
CUST02687,Molly Wood,01435 Wood Unions,Port Randy,New Mexico,81251,61,Female,174545,678.4
CUST02688,Melissa Lucero,,Rachaelhaven,Delaware,4480,47,Male,101445,1601.86
CUST02689,Tara Lee,7392 Nicholas Station,West Donaldshire,Maine,19745,64,Male,57009,1632.06
CUST02690,Sharon Avila,247 Krueger Row,Brendanfort,Ohio,22715,40,Male,147426,1812.43
CUST02691,Kent Clark,11203 Jennifer Ridges Apt. 990,West Pamelastad,South Carolina,46294,37,Male,111039,1045.05
CUST02692,Katherine Simmons,068 Stephanie Camp Suite 005,Mollyhaven,Alaska,10887,62,Male,175613,1974.77
CUST02693,Patricia Wilson,36057 Gonzalez Cove Apt. 154,Christineberg,Oregon,11249,44,Female,145413,1080.76
CUST02694,Kara Moss,690 Jimmy Highway,South Dawnmouth,Vermont,75078,32,Male,150388,1602.34
CUST02695,Terry Serrano,360 Pamela Club Suite 801,West Patriciaborough,West Virginia,,37,Female,107270,787.61
CUST02696,James Clark,3497 David Alley Suite 015,West James,South Dakota,,50,Male,81517,1888.45
CUST02697,Christopher Wise,248 Michelle Hills Suite 046,Andreamouth,Massachusetts,47198,59,Male,161090,1401.53
CUST02698,Mrs. Jennifer Oconnor,405 Sherman Spring,Coryshire,Indiana,48945,41,Male,81113,246.49
CUST02699,Brett Smith,667 Mcdaniel Road,Erichaven,Michigan,89164,42,Male,146539,306.19
CUST02700,Vanessa Schmidt,3942 Antonio Turnpike,West Kim,Ohio,83656,49,Male,69880,1792.54
CUST02701,Jose Gonzalez,,West Tammyside,Nebraska,74801,54,Male,46484,1638.16
CUST02702,Elizabeth Kelly,4878 Linda Glens,Lake Brittanyville,Louisiana,2369,61,Male,69606,727.18
CUST02703,Patrick Spencer,617 Aaron Harbor,Kevinville,Washington,97628,47,Male,92618,1091.03
CUST02704,Corey King,94525 Henson Squares,Thomasstad,Nevada,10766,31,Female,156804,1720.22
CUST02705,Brian Moore,10932 Mathew Radial Suite 176,North Coleport,North Carolina,31195,55,Female,44464,296.52
CUST02706,Paul Johnson,526 David Loaf Suite 948,Lake Meganton,Alabama,10595,30,Male,102671,362.46
CUST02707,Michael Robinson,67965 Garrett Loaf,Bullockburgh,Iowa,72374,57,Male,101565,1459.5
CUST02708,Rebecca Rollins,414 Kyle Lock Apt. 280,Bakerton,Massachusetts,26677,32,Female,163581,256.19
CUST02709,Whitney Cross,9509 Martin Row,South Amyfurt,Georgia,43932,31,Female,163027,769.88
CUST02710,Katherine Miller,74105 Sabrina Keys Suite 981,Matthewland,Oklahoma,41393,28,Other,37078,578.44
CUST02711,Michelle Tyler,643 Taylor Court,Gonzalezside,Maryland,19054,59,Male,135847,1544.54
CUST02712,Joseph Howe,802 Patricia River,Lake Sarahburgh,Missouri,41704,37,Male,157307,104.65
CUST02713,Martha Sanchez,04578 Vanessa Gardens Apt. 456,Lake Nathan,Arkansas,29163,47,Female,83932,319.23
CUST02714,Charles Horn,01131 Coleman Village,Jacksonport,Kansas,224544,53,Female,112830,288.11
CUST02715,Kathryn Golden,5922 Church Burg,South Brian,Maryland,74342,52,Male,101699,704.35
CUST02716,Marcus Santos,256 Wong Inlet Apt. 135,Port Sethchester,Maine,81520,53,Female,75601,541.71
CUST02717,Jocelyn Haynes,39680 Scott Coves Suite 750,Cynthiaberg,Arizona,12972,33,Male,185449,533.74
CUST02718,Stephen Kramer,42259 Joe Stravenue Apt. 381,Jesseville,Nebraska,10250,48,Male,102251,803.75
CUST02719,Jared Huffman,4697 Tony Creek Suite 111,Troymouth,Florida,,43,Female,118062,506.69
CUST02720,Susan Simpson,586 Hunter Hollow Apt. 362,Matthewhaven,Ohio,95044,36,Male,69373,301.81
CUST02721,Michelle Yang,1478 Reed Burg,West Debbiemouth,South Dakota,9083,29,Female,155836,1208.18
CUST02722,William Kirk,440 Eric Oval Suite 894,West Kurt,Iowa,58377,25,Female,127997,1908.3
CUST02723,Christine Price,4867 David Pine,South Carlosburgh,West Virginia,64697,29,Female,145292,1253.61
CUST02724,Maria Phillips,4967 Brooks Crossroad Suite 331,West Robertmouth,Maine,16348,44,Male,85001,1538.34
CUST02725,Raven Ramirez,7970 Burke Stravenue Apt. 770,Crystalstad,Michigan,28088,37,Male,179826,1947.14
CUST02726,Alejandro Washington,1272 Matthews Coves,New Connie,Minnesota,50557,55,Male,72970,391.01
CUST02727,Cameron Williams,2517 Roberts Place Suite 652,Parkerberg,Wisconsin,98654,43,Male,159196,973.64
CUST02728,Jeffrey Moore,02204 Adam Highway,Williamsburgh,Missouri,45125,44,Female,77055,1205.51
CUST02729,Antonio Poole,487 Williams Loop,Sampsonmouth,Hawaii,49513,26,Male,174293,712.01
CUST02730,Kenneth Esparza,956 Kristina Circle,Jessicachester,Washington,46032,58,Female,112122,1264.95
CUST02731,Steven Price,588 Nelson Keys,East Randy,Pennsylvania,35154,65,Female,111628,1285.26
CUST02732,Taylor Johnson,208 Vasquez Summit,West Brianchester,Georgia,32607,28,Male,174942,1700.24
CUST02733,Anne Cox,1967 Pamela Lodge Apt. 586,Jimmyview,Utah,28261,58,Female,128546,1681.78
CUST02734,Christopher Johnson,3107 Jackson Divide,Kingmouth,North Carolina,74741,47,Male,154409,370.79
CUST02735,James Randolph,601 Ayala Spurs,Contrerashaven,New Hampshire,28475,49,Female,33740,420.89
CUST02736,Pamela Black,13052 Sierra Pines,West Sandra,Hawaii,,25,Female,49105,522.51
CUST02737,Johnny Williams,063 Joseph Plaza Suite 846,West Meganburgh,Nebraska,14241,53,Male,150714,596.34
CUST02738,Patrick Nguyen,79339 Brown Crest Suite 616,West Thomasfurt,California,7114,59,Female,120358,1172.54
CUST02739,Leslie Simmons,4190 Gonzalez Mountain Apt. 296,Middletonton,Michigan,1891,30,Female,58519,722.23
CUST02740,Jason Wilcox,,Smithside,Wisconsin,47330,57,Male,80712,1910.63
CUST02741,Angela Watkins,6322 Washington Cliffs Apt. 178,Danielstad,Rhode Island,93748,47,Female,88328,324.77
CUST02742,Jesse Hogan,9422 Nicole Rest,West John,Kentucky,9766,32,Male,169759,568.32
CUST02743,Erin Callahan,76572 Elizabeth Wall Suite 883,Reynoldsfort,Pennsylvania,73852,41,Female,159993,1749.8
CUST02744,Zachary Campbell,378 Philip Roads,West Marthashire,Idaho,51496,59,Female,125616,1210.23
CUST02745,Jared Newman,079 Butler Garden,North Brandonberg,New York,48289,36,Female,94949,1140.11
CUST02746,Dakota Ortiz,7092 Jimmy Forges,Solisview,Georgia,89920,56,Male,53892,1229.26
CUST02747,Robert Roberts,9392 Gina Stream,Morganmouth,Kentucky,21184,30,Male,31082,579.3
CUST02748,Mr. Shawn Bishop DDS,9832 Johnson Mountains,Port Sabrina,Colorado,81380,54,Male,81905,1546.75
CUST02749,Lisa Garcia,80980 Jose Road Apt. 362,Thomasview,Wyoming,40102,32,Female,125106,1043.41
CUST02750,Cameron Webb,67327 Jacob Drive Apt. 553,West Brent,Connecticut,51927,43,Female,169807,180.93
CUST02751,Laura Waters,745 Christopher Shores,Morganland,Nevada,1053,27,Male,41255,436.6
CUST02752,Carrie Haley,33966 Stacy Junctions Suite 529,Fosterport,New Mexico,9112,58,Female,135137,1651.59
CUST02753,Anna Miller,072 Jillian Crest,New Josefurt,Michigan,48335,42,Male,171166,755.59
CUST02754,Patricia Pineda,851 Ellis Street Suite 559,New Nicholaschester,Pennsylvania,617814,33,Female,90515,1569.54
CUST02755,Patrick Taylor,4995 Melanie Freeway Suite 043,Terriport,Rhode Island,14078,28,Female,117010,1360.42
CUST02756,Brittney Gonzalez,7442 Dustin Walks Apt. 421,,Colorado,88077,23,Female,191723,672.77
CUST02757,Rebekah Johnston,7317 Garcia Shore,New Sarah,Ohio,31487,60,Male,64918,341.37
CUST02758,Erin Hunter,27104 Clark Islands,East Louischester,Washington,26945,62,Male,36103,1633.2
CUST02759,Dr. Whitney Jones,91633 Green Road Apt. 543,Lake Cynthia,Hawaii,42922,45,Female,112803,1321.87
CUST02760,John Ortiz,206 Ashley Rue,Matthewside,Vermont,5947,47,Male,84390,671.52
